Children,Elderly,NonWhite,Poverty,Education,English,Elevation,SeaLevelRise,Precipitation,Diabetes,MentalHealth,Asthma,Disability,HousingQuality,Homeless,LivAlone,FloodHealthIndex,INTPTLAT10,INTPTLON10,geo
,,,,,,,,,,,,,,,,,37.7692549,-122.46893,POINT(-122.46893 37.7692549)
0.071816739,0.144999442,0.226003,0.115892555,0.989996239,0.002999988,227.671,0.0,0.00228516,6.0894,8.8294,3.2936,0.067999741,9.37082,2.1589,0.504998068,38.1864,37.7629033,-122.4442193,POINT(-122.4442193 37.7629033)
0.062136,0.086,0.221,0.088034,0.981,0.021,165.136,0.0,0.00312893,5.9,5.44,3.0756,0.08,9.92066,2.1589,0.45,38.5263,37.7610864,-122.440396,POINT(-122.440396 37.7610864)
0.07423505,0.110000049,0.273,0.175168105,0.972000629,0.027000034,107.993,0.0,0.0,6.0659,6.0952,3.1515,0.140000042,12.3153,2.1589,0.495000255,41.8464,37.7571727,-122.4298813,POINT(-122.4298813 37.7571727)
0.044489,0.074,0.227,0.203696,0.984,0.006,117.25,0.0,0.00519784,6.3956,14.3118,3.6463,0.037,3.71921,2.1589,0.415,40.2329,37.7694056,-122.4359886,POINT(-122.4359886 37.7694056)
0.084039089,0.097000051,0.565,0.326481246,0.783000706,0.085000052,2.04311,0.0,0.0361009,15.677,58.0795,9.961,0.158000076,9.86611,13.468,0.45100034,78.1593,37.7691665,-122.4104363,POINT(-122.4104363 37.7691665)
0.07423505,0.110000049,0.273,0.175168105,0.972000629,0.027000034,107.993,0.0,0.0,6.0659,6.0952,3.1515,0.140000042,12.3153,2.1589,0.495000255,41.8464,37.7569599,-122.4268255,POINT(-122.4268255 37.7569599)
0.074235047,0.110000058,0.273,0.17516811,0.972000586,0.027000027,39.8759,0.0,0.00878317,6.1729,6.5177,3.2004,0.14000005,14.3322,2.1589,0.495000252,53.8461,37.7594283,-122.4258816,POINT(-122.4258816 37.7594283)
0.077391,0.077,0.308,0.163074,0.981,0.053,39.671,0.0,5.45124E-4,13.9,37.03,6.7351,0.065,12.4265,2.1589,0.398,46.5263,37.7570996,-122.4244984,POINT(-122.4244984 37.7570996)
0.078237765,0.122999631,0.348002,0.208415375,0.947997156,0.033999898,62.2476,0.0,0.00762417,6.0947,6.21,3.1649,0.104999685,10.9127,2.1589,0.438998683,53.8528,37.7641608,-122.4275717,POINT(-122.4275717 37.7641608)
0.078237707,0.122999537,0.348003,0.208415248,0.94799643,0.033999884,56.4383,0.0,0.0206499,6.6741,9.7732,3.6492,0.104999624,8.90588,2.1589,0.438998371,57.8594,37.768441,-122.4277512,POINT(-122.4277512 37.768441)
0.084039012,0.09700002,0.565,0.326481075,0.783000158,0.085000024,3.85416,0.0,0.155139,15.6917,58.2542,9.9887,0.158000035,18.6841,10.2643,0.451000115,78.8193,37.7690518,-122.4139783,POINT(-122.4139783 37.7690518)
0.084039089,0.097000051,0.565,0.326481246,0.783000706,0.085000052,2.04311,0.0,0.0361009,15.677,58.0795,9.961,0.158000076,9.86611,13.468,0.45100034,78.1593,37.7694562,-122.4121425,POINT(-122.4121425 37.7694562)
0.158266108,0.179000039,0.946,0.496577361,0.619000855,0.235000154,5.01168,0.0,0.0310967,23.1528,38.4944,16.0818,0.107000111,4.86381,17.5492,0.167000361,77.2193,37.7369762,-122.3986496,POINT(-122.3986496 37.7369762)
0.072957122,8.03785E-10,0.599175,0.356678376,0.996079927,0.150558628,-6.0,0.182261,0.035771,22.0584,36.52,15.1339,0.133608319,14.1093,17.5025,0.480591116,84.819,37.7436562,-122.3989211,POINT(-122.3989211 37.7436562)
0.072957122,8.03785E-10,0.599175,0.356678376,0.996079927,0.150558628,-6.0,0.182261,0.035771,22.0584,36.52,15.1339,0.133608319,14.1093,17.5025,0.480591116,84.819,37.7435152,-122.3987248,POINT(-122.3987248 37.7435152)
0.072957122,8.03785E-10,0.599175,0.356678376,0.996079927,0.150558628,-6.0,0.182261,0.035771,22.0584,36.52,15.1339,0.133608319,14.1093,17.5025,0.480591116,84.819,37.7425407,-122.3959988,POINT(-122.3959988 37.7425407)
0.092821,0.057,0.49,0.171948,0.965,0.081,6.02855,0.0,0.0,9.8852,14.5609,4.6747,0.081,39.9348,19.2683,0.474,50.1463,37.7825099,-122.3940135,POINT(-122.3940135 37.7825099)
0.092821,0.057,0.49,0.171948,0.965,0.081,6.02855,0.0,0.0,9.8852,14.5609,4.6747,0.081,39.9348,19.2683,0.474,50.1463,37.782268,-122.3936087,POINT(-122.3936087 37.782268)
0.092821,0.057,0.49,0.171948,0.965,0.081,6.02855,0.0,0.0,9.8852,14.5609,4.6747,0.081,39.9348,19.2683,0.474,50.1463,37.7815794,-122.3939521,POINT(-122.3939521 37.7815794)
0.088841,0.063,0.621,0.223175,0.959,0.138,0.121053,0.0871945,0.0,9.9,14.55,4.6817,0.049,0.387596,19.2683,0.369,52.5528,37.7793934,-122.3912159,POINT(-122.3912159 37.7793934)
0.088841,0.063,0.621,0.223175,0.959,0.138,0.121053,0.0871945,0.0,9.9,14.55,4.6817,0.049,0.387596,19.2683,0.369,52.5528,37.7808927,-122.3893852,POINT(-122.3893852 37.7808927)
0.04230103,0.050000196,0.602,0.299615246,0.864000461,0.04800021,-5.3631,0.348208,0.0347239,9.9,14.5501,4.6817,0.134000159,3.03306,19.2683,0.571000317,80.179,37.7784049,-122.3940731,POINT(-122.3940731 37.7784049)
0.086594128,0.04039623,0.460422,0.069068897,0.951235035,0.020198115,-7.8,0.126973,0.00341955,8.2462,12.1195,3.8996,0.02308356,2.95858,17.2145,0.30393354,57.8858,37.7635348,-122.3912388,POINT(-122.3912388 37.7635348)
0.255152048,0.101000034,0.943,0.427645061,0.710000217,0.092000035,0.165285,0.0,0.00606483,23.2,38.58,16.1156,0.108000019,6.88428,17.613,0.266000044,68.1927,37.7303644,-122.3922466,POINT(-122.3922466 37.7303644)
0.300350376,0.115999764,0.964,0.629357302,0.694998904,0.155999604,-0.903518,0.0177518,0.0102606,23.2,38.58,16.1156,0.14899963,8.51257,17.613,0.168999886,78.1992,37.7273567,-122.3934012,POINT(-122.3934012 37.7273567)
0.215145056,0.14000005,0.892,0.426196054,0.703000248,0.18600005,54.9599,0.0,0.0106334,11.2362,16.8757,7.5282,0.11200003,4.25713,14.2216,0.212000065,65.8861,37.7214036,-122.4015708,POINT(-122.4015708 37.7214036)
0.252229583,0.097571304,0.888631,0.127987052,0.852516587,0.130095113,2.64275,0.0,0.0094365,11.1713,16.7682,7.4832,0.069975365,1.59405,17.6129,0.182330159,52.586,37.7108032,-122.4039323,POINT(-122.4039323 37.7108032)
0.185283,0.165,0.91,0.178459,0.823,0.167,51.4698,0.0,0.00584931,11.2506,16.9016,7.5385,0.101,8.88611,17.613,0.216,62.8595,37.7165342,-122.3986678,POINT(-122.3986678 37.7165342)
0.215145056,0.14000005,0.892,0.426196054,0.703000248,0.18600005,54.9599,0.0,0.0106334,11.2362,16.8757,7.5282,0.11200003,4.25713,14.2216,0.212000065,65.8861,37.7178226,-122.3993158,POINT(-122.3993158 37.7178226)
0.187704055,0.107000021,0.925,0.265337108,0.706000135,0.310000026,6.85869,0.0,0.0205596,23.1784,38.5407,16.1001,0.071000026,3.35345,17.613,0.127000039,68.906,37.725473,-122.3990042,POINT(-122.3990042 37.725473)
0.255127661,0.100990574,0.943005,0.427604838,0.709933071,0.091991233,-6.0,0.102409,0.0151036,23.1903,38.5638,16.1088,0.107989804,6.2182,17.613,0.265974876,80.8657,37.7247697,-122.3834142,POINT(-122.3834142 37.7247697)
0.143645,0.165,0.793,0.175232,0.814,0.153,79.9126,0.0,0.00651091,11.2,16.81,7.5022,0.102,4.62963,3.2195,0.278,60.5595,37.7209683,-122.411237,POINT(-122.411237 37.7209683)
0.154991929,0.126877973,0.673314,0.218689674,0.851181347,0.111892392,-5.0342,0.1198,0.0194161,4.8692,8.9413,2.7249,0.081921215,2.72387,1.8744,0.245763633,64.599,37.7565031,-122.5093854,POINT(-122.5093854 37.7565031)
0.133059,0.139,0.64,0.246517,0.797,0.163,10.6801,0.0,0.0211538,6.4379,10.7931,2.5324,0.118,2.40892,1.8472,0.261,58.606,37.735477,-122.5059678,POINT(-122.5059678 37.735477)
0.103426719,0.149885299,0.572953,0.309375813,0.753613237,0.112204637,-7.0,0.150102,0.00163051,7.9937,13.7991,3.9467,0.155746731,2.12684,0.2602,0.478125716,68.2592,37.7354018,-122.5020916,POINT(-122.5020916 37.7354018)
0.156696,0.22,0.718,0.246548,0.804,0.175,156.841,0.0,0.0011399,6.3988,10.7185,2.4982,0.109,0.821693,1.8761,0.273,43.2797,37.7506132,-122.4950312,POINT(-122.4950312 37.7506132)
0.191754022,0.174000032,0.67,0.118961265,0.916000407,0.109000072,58.2001,0.0,8.76084E-4,8.0,13.81,3.9498,0.064000041,4.89215,0.2606,0.143000145,37.9463,37.7341892,-122.4874496,POINT(-122.4874496 37.7341892)
0.172778482,0.117999646,0.265002,0.114710656,0.957997126,0.016999949,58.246,0.0,0.00425406,0.0,5.1596,0.0,0.055999832,3.61882,0.3448,0.4999985,34.8995,37.795891,-122.441162,POINT(-122.441162 37.795891)
0.128435157,0.235000069,0.196999,0.071505097,0.99400069,0.015000024,89.6296,0.0,3.27178E-4,6.2567,14.4329,2.8157,0.069000057,3.87597,0.3448,0.470000234,37.2397,37.7942259,-122.439126,POINT(-122.439126 37.7942259)
0.142917,0.179,0.656,0.216353,0.84100009,0.179,106.287,0.0,0.00498019,4.3,8.28,2.8093,0.097,3.07574,1.8761,0.159000079,44.2862,37.7618522,-122.4947418,POINT(-122.4947418 37.7618522)
0.142916857,0.178999821,0.656,0.216352784,0.840999159,0.178999821,197.964,0.0,0.00255138,4.3,8.28,2.8093,0.096999903,4.89796,1.8761,0.158999841,40.933,37.7600814,-122.4924672,POINT(-122.4924672 37.7600814)
0.142916857,0.178999821,0.656,0.216352784,0.840999159,0.178999821,197.964,0.0,0.00255138,4.3,8.28,2.8093,0.096999903,4.89796,1.8761,0.158999841,40.933,37.760223,-122.4892505,POINT(-122.4892505 37.760223)
0.142916571,0.178999463,0.656001,0.216352351,0.840997477,0.178999463,155.826,0.0,0.00179593,4.3,8.28,2.8093,0.096999709,2.0432,1.8761,0.158999523,39.293,37.7621357,-122.488309,POINT(-122.488309 37.7621357)
0.007243075,0.354000335,0.402999,0.153066568,0.92300157,0.062000218,130.129,0.0,9.56471E-4,7.9,30.47,3.8247,0.193000282,4.90712,1.9599,0.690000966,59.1997,37.7860422,-122.422343,POINT(-122.422343 37.7860422)
0.070143473,0.119999075,0.591003,0.447459567,0.94899287,0.144998858,40.4319,0.0,0.00296698,15.5,63.75,12.9672,0.208998376,8.43486,19.2682,0.690994771,74.1395,37.7791638,-122.420066,POINT(-122.420066 37.7791638)
0.070143473,0.119999075,0.591003,0.447459567,0.94899287,0.144998858,40.4319,0.0,0.00296698,15.5,63.75,12.9672,0.208998376,8.43486,19.2682,0.690994771,74.1395,37.7805572,-122.4203356,POINT(-122.4203356 37.7805572)
0.109834004,0.141000009,0.733,0.550862032,0.806000028,0.117000008,13.3595,0.0,7.84223E-4,16.0081,62.0643,10.5897,0.227000017,10.0975,19.2683,0.609000029,74.4729,37.7795931,-122.4136337,POINT(-122.4136337 37.7795931)
0.082186813,0.116999753,0.485001,0.328245565,0.897997788,0.079000066,33.3276,0.0,5.8145E-4,15.9328,61.7193,10.5806,0.1779997,6.08167,3.9499,0.513998891,62.1796,37.7718977,-122.4228719,POINT(-122.4228719 37.7718977)
0.092750741,0.056956869,0.490386,0.171817895,0.964269627,0.080938707,-6.34025,0.159217,0.00156751,3.4437,30.822,2.2718,0.080938711,9.61098,19.2139,0.473641278,61.8192,37.7862382,-122.4052059,POINT(-122.4052059 37.7862382)
0.04230103,0.050000196,0.602,0.299615246,0.864000461,0.04800021,-5.3631,0.348208,0.0347239,9.9,14.5501,4.6817,0.134000159,3.03306,19.2683,0.571000317,80.179,37.7792624,-122.4000099,POINT(-122.4000099 37.7792624)
0.04230103,0.050000196,0.602,0.299615246,0.864000461,0.04800021,-5.3631,0.348208,0.0347239,9.9,14.5501,4.6817,0.134000159,3.03306,19.2683,0.571000317,80.179,37.7809349,-122.3974733,POINT(-122.3974733 37.7809349)
0.092821,0.057,0.49,0.171948,0.965,0.081,6.02855,0.0,0.0,9.8852,14.5609,4.6747,0.081,39.9348,19.2683,0.474,50.1463,37.7822365,-122.3961128,POINT(-122.3961128 37.7822365)
0.121087,0.27,0.747,0.631204,0.816,0.331,73.0,0.0,0.0285327,11.0276,35.0448,7.5797,0.233,2.13129,3.7988,0.519,74.2194,37.7783946,-122.4299473,POINT(-122.4299473 37.7783946)
0.174006195,0.212000207,0.484999,0.057373109,0.958000996,0.053000046,357.532,0.0,0.00239087,4.7,8.31,2.7004,0.090000104,0.43802,0.2606,0.212000181,27.6331,37.7391965,-122.4615703,POINT(-122.4615703 37.7391965)
0.143645,0.165,0.793,0.175232,0.814,0.153,79.9126,0.0,0.00651091,11.2,16.81,7.5022,0.102,4.62963,3.2195,0.278,60.5595,37.7232285,-122.407794,POINT(-122.407794 37.7232285)
0.187330145,0.215000177,0.536,0.079861048,0.9330008,0.074000044,358.962,0.0,0.00154317,4.7,8.31,2.7004,0.083000075,2.8399,0.2606,0.139000177,26.2998,37.7351611,-122.4615387,POINT(-122.4615387 37.7351611)
0.175235008,0.17200001,0.483,0.120782003,0.919000045,0.015000002,344.05,0.0,0.00212204,4.7,8.31,2.7004,0.108000004,3.35008,0.2606,0.19400001,26.9531,37.7361878,-122.4531281,POINT(-122.4531281 37.7361878)
0.141026027,0.124000046,0.378,0.08575103,0.982000163,0.041000014,347.912,0.0,0.0346526,3.6001,9.9097,1.9476,0.038000034,4.6195,0.2606,0.347000057,30.9196,37.7541766,-122.4561239,POINT(-122.4561239 37.7541766)
0.141026063,0.124000052,0.378,0.085751046,0.982000479,0.041,359.891,0.0,0.00603601,6.2139,11.179,3.441,0.038000032,3.59195,3.463,0.347000212,33.893,37.7585885,-122.4476015,POINT(-122.4476015 37.7585885)
0.066860081,0.141000063,0.296,0.125484063,0.982000472,0.019000012,529.939,0.0,0.00177192,4.1626,8.8166,2.2234,0.121000037,6.6576,2.1589,0.502000152,37.1998,37.7473693,-122.4465108,POINT(-122.4465108 37.7473693)
0.09734705,0.149000037,0.455,0.131719037,0.946000283,0.009000008,357.744,0.0,0.00246816,3.6018,9.9065,1.9483,0.081000022,5.39745,2.1589,0.36700009,32.8931,37.7459076,-122.4460204,POINT(-122.4460204 37.7459076)
0.211644815,0.200999849,0.389001,0.066297964,0.992999172,0.036999977,451.841,0.0,0.00123101,4.8831,8.6426,2.6581,0.068999969,2.6178,0.2606,0.221999839,22.6198,37.74525,-122.4546808,POINT(-122.4546808 37.74525)
0.175235048,0.172000049,0.483,0.120782028,0.919000241,0.015000009,354.045,0.0,0.00107277,4.6267,8.4166,2.6502,0.108000022,4.07786,0.2606,0.194000075,27.2798,37.7420909,-122.4509125,POINT(-122.4509125 37.7420909)
0.120603206,0.09600096,0.578996,0.370138701,0.9200092,0.12900129,39.1923,0.0,0.00174725,8.0,13.81,3.9498,0.10300103,3.58102,0.2606,0.24900249,46.2729,37.7165246,-122.4851453,POINT(-122.4851453 37.7165246)
0.174831012,0.159000011,0.644,0.225606007,0.855000056,0.115000007,71.9109,0.0,5.33857E-4,7.0757,12.025,3.1111,0.079000004,0.874891,1.8761,0.230000009,37.953,37.7345792,-122.4916511,POINT(-122.4916511 37.7345792)
0.106149682,0.137999586,0.218002,0.118616644,0.965997102,0.013999958,209.286,0.0,5.2696E-4,12.1,23.1,5.4453,0.053999838,6.32467,0.3448,0.464998605,34.8865,37.7910857,-122.4419055,POINT(-122.4419055 37.7910857)
0.128435157,0.235000069,0.196999,0.071505097,0.99400069,0.015000024,89.6296,0.0,3.27178E-4,6.2567,14.4329,2.8157,0.069000057,3.87597,0.3448,0.470000234,37.2397,37.7940707,-122.4403605,POINT(-122.4403605 37.7940707)
0.106149682,0.137999586,0.218002,0.118616644,0.965997102,0.013999958,209.286,0.0,5.2696E-4,12.1,23.1,5.4453,0.053999838,6.32467,0.3448,0.464998605,34.8865,37.7912998,-122.4402345,POINT(-122.4402345 37.7912998)
0.106149682,0.137999586,0.218002,0.118616644,0.965997102,0.013999958,154.027,0.0,0.0,12.1,23.1,5.4453,0.053999838,7.01754,0.3448,0.464998605,36.8798,37.7911727,-122.4376681,POINT(-122.4376681 37.7911727)
0.105482727,0.135999649,0.354002,0.182772435,0.953997538,0.048999824,130.764,0.0,0.00817974,12.1,23.1,5.4453,0.061999828,10.7629,0.3448,0.388999096,50.5462,37.7853974,-122.4424539,POINT(-122.4424539 37.7853974)
0.105482727,0.135999649,0.354002,0.182772435,0.953997538,0.048999824,130.764,0.0,0.00817974,12.1,23.1,5.4453,0.061999828,10.7629,0.3448,0.388999096,50.5462,37.7874812,-122.4412004,POINT(-122.4412004 37.7874812)
0.106149682,0.137999586,0.218002,0.118616644,0.965997102,0.013999958,209.286,0.0,5.2696E-4,12.1,23.1,5.4453,0.053999838,6.32467,0.3448,0.464998605,34.8865,37.7904204,-122.4400577,POINT(-122.4400577 37.7904204)
0.128434743,0.23499953,0.197002,0.071504857,0.993998012,0.01499997,76.6596,0.0,0.00282644,6.8062,15.2512,3.063,0.068999862,3.40136,0.3448,0.46999906,43.5729,37.7946415,-122.4358398,POINT(-122.4358398 37.7946415)
0.128434743,0.23499953,0.197002,0.071504857,0.993998012,0.01499997,76.6596,0.0,0.00282644,6.8062,15.2512,3.063,0.068999862,3.40136,0.3448,0.46999906,43.5729,37.7928048,-122.4354691,POINT(-122.4354691 37.7928048)
0.091971595,0.056478393,0.494667,0.170374504,0.956169285,0.080258769,-16.99,0.227608,0.0014319,0.0,21.81,0.0,0.080258769,1.70068,19.0926,0.469662426,56.5392,37.7911469,-122.3913018,POINT(-122.3913018 37.7911469)
0.160611312,0.183000183,0.959,0.519522215,0.676001187,0.345000209,19.16,0.0,0.00892812,11.2,16.81,7.5022,0.09400012,2.50627,17.613,0.199000281,68.2394,37.7116073,-122.4064026,POINT(-122.4064026 37.7116073)
0.092821,0.057,0.49,0.171948,0.965,0.081,-1.31835,0.0768847,6.28777E-4,2.1104,20.2624,0.998,0.081,0.695893,19.2683,0.474,48.5394,37.7856507,-122.3907799,POINT(-122.3907799 37.7856507)
0.091971595,0.056478393,0.494667,0.170374504,0.956169285,0.080258769,-16.99,0.227608,0.0014319,0.0,21.81,0.0,0.080258769,1.70068,19.0926,0.469662426,56.5392,37.7897909,-122.3897748,POINT(-122.3897748 37.7897909)
0.154662,0.152,0.548,0.258678,0.892,0.183,167.661,0.0,0.00199451,3.2,6.69,1.9236,0.107,4.91898,4.6154,0.291,44.213,37.7779924,-122.4678232,POINT(-122.4678232 37.7779924)
0.117191702,0.145999614,0.511001,0.161559605,0.896997617,0.079999823,161.222,0.0,0.0123182,3.195,6.6795,1.9206,0.083999785,3.31675,3.7041,0.400998897,43.8862,37.7819388,-122.4659614,POINT(-122.4659614 37.7819388)
0.197504,0.127,0.897,0.350037,0.717,0.195,160.195,0.0,0.0136425,8.2,14.28,4.4834,0.087,4.94252,0.5207,0.185,54.2662,37.7229658,-122.4334192,POINT(-122.4334192 37.7229658)
0.197504,0.127,0.897,0.350037,0.717,0.195,160.195,0.0,0.0136425,8.2,14.28,4.4834,0.087,4.94252,0.5207,0.185,54.2662,37.7222017,-122.4318193,POINT(-122.4318193 37.7222017)
0.173549027,0.171000028,0.892,0.277262074,0.756000127,0.285000061,147.271,0.0,0.00181786,8.2,14.28,4.4834,0.10600002,3.41426,0.5207,0.212000028,52.273,37.71849,-122.4421093,POINT(-122.4421093 37.71849)
0.173549027,0.171000028,0.892,0.277262074,0.756000127,0.285000061,147.271,0.0,0.00181786,8.2,14.28,4.4834,0.10600002,3.41426,0.5207,0.212000028,52.273,37.7173413,-122.4408454,POINT(-122.4408454 37.7173413)
0.169815,0.131,0.91,0.371619,0.731,0.273,159.059,0.0,0.00282965,8.2,14.28,4.4834,0.095,5.40905,0.5207,0.154,52.6063,37.7173598,-122.4387797,POINT(-122.4387797 37.7173598)
0.146932594,0.149999574,0.857,0.402403835,0.691998071,0.329999037,177.48,0.0,0.00631395,8.2042,14.2836,4.4876,0.108999691,4.26986,0.5207,0.151999574,55.2796,37.7166707,-122.4403196,POINT(-122.4403196 37.7166707)
0.146933,0.15,0.857,0.402405,0.692,0.33,191.119,0.0,0.00182378,8.2,14.28,4.4834,0.109,6.68687,0.5207,0.152,53.2597,37.7124449,-122.4439686,POINT(-122.4439686 37.7124449)
0.146933,0.15,0.857,0.402405,0.692,0.33,233.806,0.0,0.00205525,8.2,14.28,4.4834,0.109,4.17412,0.5207,0.152,49.9464,37.7112755,-122.4433326,POINT(-122.4433326 37.7112755)
0.211964237,0.146758263,0.885745,0.28794461,0.705227776,0.242298816,277.546,0.0,0.00322558,8.1826,14.2497,4.4739,0.085691084,2.29659,0.5207,0.139863613,42.9664,37.7107779,-122.4400973,POINT(-122.4400973 37.7107779)
0.169815,0.131,0.91,0.371619,0.731,0.273,159.059,0.0,0.00282965,8.2,14.28,4.4834,0.095,5.40905,0.5207,0.154,52.6063,37.7166564,-122.4371077,POINT(-122.4371077 37.7166564)
0.16981466,0.130999738,0.91,0.371618257,0.730998538,0.272999454,208.661,0.0,0.00122563,8.2318,14.3068,4.5154,0.09499981,3.8115,0.5207,0.153999692,45.9531,37.7190938,-122.4341706,POINT(-122.4341706 37.7190938)
0.17971406,0.095000046,0.906,0.431427122,0.72400026,0.294000089,242.593,0.0,0.0099091,8.2118,14.29,4.4953,0.085000033,3.65746,0.5207,0.161000054,52.2796,37.7198858,-122.4313976,POINT(-122.4313976 37.7198858)
0.16981466,0.130999738,0.91,0.371618257,0.730998538,0.272999454,208.661,0.0,0.00122563,8.2318,14.3068,4.5154,0.09499981,3.8115,0.5207,0.153999692,45.9531,37.7156123,-122.4346314,POINT(-122.4346314 37.7156123)
0.17971406,0.095000046,0.906,0.431427122,0.72400026,0.294000089,242.593,0.0,0.0099091,8.2118,14.29,4.4953,0.085000033,3.65746,0.5207,0.161000054,52.2796,37.7179464,-122.4317668,POINT(-122.4317668 37.7179464)
0.183569129,0.129000124,0.837,0.223796322,0.787000576,0.146000265,224.035,0.0,9.72526E-4,8.2208,14.2975,4.5043,0.095000088,4.37243,0.5207,0.160000125,38.2798,37.7116741,-122.4345188,POINT(-122.4345188 37.7116741)
0.180815184,0.127064802,0.839445,0.22043873,0.775193713,0.143809807,254.364,0.0,0.0,8.1779,14.2416,4.4714,0.093574845,0.839631,0.5207,0.157599737,31.9732,37.7104881,-122.4321661,POINT(-122.4321661 37.7104881)
0.195809608,0.111999776,0.807,0.234189532,0.877998244,0.11999976,92.7636,0.0,0.0470707,8.1982,14.2783,4.4824,0.063999872,4.75851,2.0298,0.202999594,48.9261,37.7310416,-122.4304989,POINT(-122.4304989 37.7310416)
0.063923808,0.144999565,0.355002,0.165189504,0.954997135,0.077999766,190.555,0.0,6.91796E-4,7.8905,30.4065,3.8325,0.076999769,8.14664,2.6394,0.53999838,45.8531,37.7996297,-122.4200522,POINT(-122.4200522 37.7996297)
0.130177837,0.150999786,0.847,0.331839412,0.815998842,0.199999654,234.49,0.0,0.0130371,8.2,14.28,4.4834,0.127999793,2.27273,0.2606,0.15399978,51.6396,37.7248486,-122.46072,POINT(-122.46072 37.7248486)
0.1665058,0.126001332,0.792998,0.366493793,0.820008853,0.177001817,9.30935,0.0,0.0907231,13.8619,36.8079,6.7337,0.123001265,2.98198,3.2195,0.19600209,65.926,37.7333995,-122.4176061,POINT(-122.4176061 37.7333995)
0.452256053,0.03499793,0.926005,0.840098285,0.740954631,0.084994756,-6.0,0.0362374,0.0026704,23.1997,38.5795,16.1154,0.125992267,2.1395,17.613,0.290982149,60.5593,37.7287708,-122.3748188,POINT(-122.3748188 37.7287708)
0.044489044,0.074000036,0.227,0.203696059,0.984000399,0.006000011,153.545,0.0,0.0,6.4,14.3895,3.6512,0.037000029,5.83591,2.451,0.415000163,34.5398,37.7685646,-122.4413877,POINT(-122.4413877 37.7685646)
0.246477964,0.029775797,0.22186,0.099742931,0.992526102,0.006947695,-6.75712,0.0555552,0.00136021,0.0184,0.0511,0.0114,0.046648733,0.193517,0.3422,0.286840058,34.9527,37.7889346,-122.4713646,POINT(-122.4713646 37.7889346)
0.182279611,0.128093904,0.838145,0.222224057,0.781472112,0.144974496,140.584,0.0,0.00234836,10.0788,15.8457,6.3836,0.09433272,3.71107,2.0779,0.15887616,46.6063,37.7092893,-122.4258737,POINT(-122.4258737 37.7092893)
0.177956,0.061,0.43,0.200711,0.928,0.046,7.33509,0.0,0.00284783,9.9265,14.6794,4.697,0.073,3.54755,17.613,0.267,46.5528,37.7531706,-122.3998631,POINT(-122.3998631 37.7531706)
0.088841004,0.063000005,0.621,0.223175027,0.959000079,0.138000004,-1.99789,0.0933219,0.0628603,13.1735,40.1618,7.8483,0.049000012,9.80391,17.613,0.369000052,73.1725,37.769267,-122.4025003,POINT(-122.4025003 37.769267)
0.174831012,0.159000011,0.644,0.225606007,0.855000056,0.115000007,71.9109,0.0,5.33857E-4,7.0757,12.025,3.1111,0.079000004,0.874891,1.8761,0.230000009,37.953,37.7347857,-122.4845322,POINT(-122.4845322 37.7347857)
0.191506003,0.173000004,0.578,0.150374009,0.936000022,0.107000005,238.002,0.0,0.00393255,7.7423,13.4994,4.2503,0.096000003,4.06752,0.2606,0.174000004,37.613,37.7308033,-122.4589241,POINT(-122.4589241 37.7308033)
0.211644815,0.200999849,0.389001,0.066297964,0.992999172,0.036999977,451.841,0.0,0.00123101,4.8831,8.6426,2.6581,0.068999969,2.6178,0.2606,0.221999839,22.6198,37.7461745,-122.4596703,POINT(-122.4596703 37.7461745)
0.066860081,0.141000063,0.296,0.125484063,0.982000472,0.019000012,529.939,0.0,0.00177192,4.1626,8.8166,2.2234,0.121000037,6.6576,2.1589,0.502000152,37.1998,37.7468109,-122.4447245,POINT(-122.4447245 37.7468109)
0.195809257,0.11199959,0.807001,0.234189111,0.877996762,0.11999954,104.249,0.0,0.030467,8.1169,14.201,4.4376,0.063999766,4.20224,0.5098,0.202999259,47.6061,37.7309695,-122.4371853,POINT(-122.4371853 37.7309695)
0.138291,0.131,0.541,0.165101,0.941,0.069,146.231,0.0,5.14316E-4,3.6001,9.9101,1.9475,0.074,4.12305,1.438,0.245,28.5931,37.7334384,-122.4335767,POINT(-122.4335767 37.7334384)
0.138291,0.131,0.541,0.165101,0.941,0.069,146.231,0.0,5.14316E-4,3.6001,9.9101,1.9475,0.074,4.12305,1.438,0.245,28.5931,37.7327392,-122.4336154,POINT(-122.4336154 37.7327392)
0.195809608,0.111999776,0.807,0.234189532,0.877998244,0.11999976,92.7636,0.0,0.0470707,8.1982,14.2783,4.4824,0.063999872,4.75851,2.0298,0.202999594,48.9261,37.7326922,-122.4314539,POINT(-122.4314539 37.7326922)
0.195809804,0.111999888,0.807,0.234189766,0.877999122,0.11999988,99.4749,0.0,0.038724,8.0504,14.1379,4.4009,0.063999936,6.00343,1.6285,0.202999797,49.5861,37.7299431,-122.4320055,POINT(-122.4320055 37.7299431)
0.138291,0.131,0.541,0.165101,0.941,0.069,146.231,0.0,5.14316E-4,3.6001,9.9101,1.9475,0.074,4.12305,1.438,0.245,28.5931,37.7336326,-122.4345683,POINT(-122.4345683 37.7336326)
0.171856023,0.195000016,0.402,0.164746021,0.941000139,0.039000001,174.903,0.0,0.0075514,3.6,9.91,1.9474,0.109000005,3.33637,2.1589,0.391000039,40.2396,37.7381871,-122.4401485,POINT(-122.4401485 37.7381871)
